sentence,tag
"['patient', ':', 'yes', ',', 'but', 'i', ""don't"", 'believe', 'in', 'those', 'nasal', 'tests', '.', 'i', 'just', 'had', 'it', 'done', 'last', 'week', '.', 'so', 'in', 'regards', 'to', 'covid', ""patients'"", 'bloodwork', '-', 'what', 'values', 'would', 'be', 'off', '?', 'if', 'any', '?', 'mine', 'have', 'a', 'wbc', 'of', '5.5', ',', 'mildly', 'elevated', 'neutrophils', '(', '3.7', ')', 'mildly', 'low', 'lymphocytes', '(', '1.2', ')', 'and', 'platelets', 'of', '250', '.', 'my', 'hemoglobin', 'was', '12', 'a', 'nd', 'that', 'went', 'down', 'from', '13.5', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Test', 'I-Test', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Test', 'I-Test', 'I-Test', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Test', 'O', 'I-Test', 'O', 'I-Test', 'I-Test', 'I-Test', 'O', 'I-Test', 'O', 'I-Test', 'I-Test', 'I-Test', 'O', 'I-Test', 'O', 'O', 'I-Test', 'O', 'I-Test', 'O', 'O', 'I-Test', 'O', 'I-Test', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Test', 'O']"
"['doctor', ':', 'your', 'blood', 'work', 'is', 'normal', '.', 'you', 'should', 'not', 'worry', 'about', 'the', 'virus', 'anymore', '.', 'if', 'you', 'had', 'the', 'virus', ',', 'the', 'symptoms', 'may', 'have', 'worsened', 'by', 'now', '.']","['O', 'O', 'O', 'I-Test', 'I-Test', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['patient', ':', 'how', 'do', 'you', 'know', '?', 'it', 'can', 'go', 'into', 'remission', 'and', 'then', 'restart', 'again', ',', ""can't"", 'it', '?', 'all', 'viruses', 'do', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O']"
"['doctor', ':', 'you', 'have', 'to', 'be', 'reinfected', 'in', 'the', 'case', 'of', 'covid-19', ';', 'it', 'does', 'not', 'go', 'into', 'remission', '.', 'some', 'viruses', 'live', 'dormant', ',', 'not', 'this', 'virus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O']"
"['patient', ':', 'i', 'assumed', 'it', 'can', 'be', '.', 'thanks', 'for', 'the', 'clarification', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['patient', ':', 'hello', 'doctor', '!', 'my', 'name', 'is', 'lisa', '.', 'gender', 'is', 'female', '.', 'age', 'is', '29', '.', 'my', 'main', 'issue', 'is', ':', 'covid', 'risk', 'with', 'cut', 'in', 'hand', 'and', 'touching', 'a', 'shopping', 'cart', '.', 'my', 'current', 'medications', 'are', ':', 'none']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Background', 'O', 'O', 'O', 'I-Background', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'O', 'I-Problem', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['doctor', ':', 'hi', ',', 'my', 'name', 'is', 'dr', '.', 'smith', 'm', '.', 'd', '.', 'how', 'can', 'i', 'make', 'your', 'health', 'and', 'day', 'better', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['patient', ':', 'covid', 'rose', 'with', 'cut', 'in', 'hand', 'and', 'touching', 'a', 'shopping', 'cart', '.']","['O', 'O', 'I-Problem', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O']"
"['doctor', ':', 'you', 'got', 'a', 'cut', '.']","['O', 'O', 'O', 'O', 'O', 'I-Problem', 'O']"
"['patient', ':', 'covid', 'risk', 'with', 'cut', 'in', 'hand', 'and', 'touching', 'a', 'shopping', 'cart', '.']","['O', 'O', 'I-Problem', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O']"
"['doctor', ':', 'covid', 'is', 'not', 'transmitted', 'by', 'an', 'open', 'wound', ';', ""it's"", 'a', 'droplet', 'infection', '.', 'it', 'is', 'transmitted', 'by', 'inhaling', 'the', 'virus', '.']","['O', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O']"
"['patient', ':', 'ok', ',', 'thanks', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['doctor', ':', ""you're"", 'welcome', '.', 'take', 'care', '.', 'goodbye', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['patient', ':', 'hello', 'doctor', '!', 'my', 'name', 'is', 'maria', '.', 'gender', 'is', 'female', '.', 'age', 'is', '32', '.', 'my', 'main', 'issue', 'is', ':', 'picked', 'up', 'heavy', 'stuff', 'while', 'working', 'at', 'walmart', 'and', 'sprained', 'my', 'back', 'muscle', '.', 'now', 'the', 'pain', 'has', 'gone', 'down', 'but', ""can't"", 'stand', 'for', 'too', 'long', 'as', 'the', 'pain', 'on', 'the', 'left', 'side', 'returns', '.', 'my', 'current', 'medications', 'are', ':', 'ibuprofen', '500', 'mg', '(', 'ibuprofen', ')', 'oral']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Background', 'O', 'O', 'O', 'I-Background', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'O', 'I-Treatment']"
"['doctor', ':', 'hi', ',', 'my', 'name', 'is', 'dr', '.', 'johnson', '.', 'how', 'can', 'i', 'make', 'your', 'health', 'and', 'day', 'better', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['patient', ':', 'what', 'should', 'i', 'do', 'now', '?', 'how', 'long', 'do', 'i', 'need', 'to', 'take', 'rest', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['doctor', ':', 'can', 'you', 'rate', 'your', 'pain', 'on', 'an', 'intensity', 'scale', 'of', '1', '-', '10', 'with', '10', 'being', 'the', 'worst', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'I-Test', 'I-Test', 'O', 'I-Test', 'O', 'I-Test', 'O', 'I-Test', 'O', 'O', 'O', 'O']"
"['patient', ':', 'it', 'goes', 'up', 'to', '6', 'if', 'i', 'stand', 'for', 'too', 'long']","['O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O']"
"['doctor', ':', 'the', 'left', 'side', 'of', 'your', 'back', 'hurts', '?']","['O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Problem', 'I-Problem', 'O']"
"['patient', ':', 'yes', '.', '.', 'the', 'muscles', '.', '.', 'and', 'goes', 'up', 'to', 'the', 'shoulder']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['patient', ':', 'i', 'work', 'at', 'walmart', 'and', 'it', 'requires', 'lifting', 'heavy', 'weight']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem']"
"['doctor', ':', 'for', 'now', ',', 'you', 'can', 'take', 'over-the-counter', 'pain', 'killer', 'acetaminophen', '/', 'ibuprofen', 'and', 'relieve', 'pain', 'and', 'take', 'it', 'every', '6', 'hours', ',', 'apply', 'a', 'local', 'pain', 'killer', 'gel', 'such', 'as', 'voltral', 'gel', 'and', 'massage', 'it', 'in', ',', 'and', 'then', 'do', 'hot', 'fomentation', 'at', 'the', 'site', 'of', 'pain', 'several', 'times', 'daily', '.', 'you', 'may', 'also', 'need', 'an', 'x-ray', 'if', 'the', 'pain', ""doesn't"", 'improve', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'I-Other', 'I-Other', 'I-Other', 'O', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Other', 'I-Other', 'I-Other', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Test', 'O', 'O', 'I-Problem', 'O', 'O', 'O']"
"['patient', ':', 'and', 'that', 'is', 'causing', 'more', 'pain', '.', '.', 'i', ""couldn't"", 'move', 'my', 'muscles', 'for', '2', 'days']","['O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Other', 'I-Other']"
"['patient', ':', 'how', 'long', 'will', 'i', 'need', 'to', 'take', 'rest', '?', 'or', 'when', 'can', 'i', 'start', 'working', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['doctor', ':', 'wait', 'another', 'week', 'at', 'least', '.']","['O', 'O', 'O', 'O', 'I-Other', 'O', 'O', 'O']"
"['patient', ':', 'thank', 'you', '.', '.', '.', 'anything', 'else', 'i', 'should', 'be', 'doing', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['doctor', ':', 'you', 'just', 'need', 'to', 'rest', 'it', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['doctor', ':', ""you're"", 'welcome', ',', 'get', 'well', 'soon', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['patient', ':', 'hello', 'doctor', '!', 'my', 'name', 'is', 'emily', '.', 'gender', 'is', 'female', '.', 'age', 'is', '29', '.', 'my', 'main', 'issue', 'is', ':', ""i'm"", 'nervous', 'i', 'am', 'having', 'a', 'stroke', '.', 'i', 'am', 'only', '29', 'and', 'in', 'good', 'health', 'but', 'i', 'had', 'pain', 'in', 'one', 'side', 'of', 'my', 'neck', 'and', 'for', 'the', 'last', '15', 'min', 'the', 'left', 'side', 'of', 'my', 'face', 'has', 'felt', 'kind', 'of', 'numb', 'and', 'weak', '.', 'i', 'have', 'anxiety', 'and', 'am', 'on', 'my', 'period', 'right', 'now', 'if', 'that’s', 'helpful', '.', 'my', 'current', 'medications', 'are', ':', 'none', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Background', 'O', 'O', 'O', 'I-Background', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'I-Background', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'I-Other', 'I-Other', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'O', 'I-Problem', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['doctor', ':', 'was', 'the', 'headache', 'severe', '?', 'can', 'you', 'rate', 'it', 'on', 'a', 'scale', 'of', '10', '?']","['O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['patient', ':', 'it', 'was', 'on', 'the', 'left', 'side', 'of', 'my', 'neck', ',', 'not', 'in', 'my', 'head', ',', 'probably', 'a', '6', '-', 'i', 'was', 'disconcerted', 'by', 'it', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['patient', ':', 'the', 'pain', 'was', 'probably', 'there', 'for', 'about', 'two', 'minutes', 'and', 'i', 'noticed', 'the', 'weird', 'face', 'thing', 'a', 'couple', 'minutes', 'after', 'that', '.']","['O', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'I-Other', 'I-Other', 'I-Other', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Other', 'I-Other', 'O', 'O', 'O']"
"['doctor', ':', 'can', 'you', 'describe', 'the', 'type', 'of', 'pain', 'like', 'dull', 'aching', ',', 'sharp', ',', 'shooting', 'tyoe', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'O', 'I-Problem', 'O', 'O']"
"['patient', ':', 'it', 'was', 'a', 'sharper', 'pain', ',', 'i', 'thought', 'i', 'had', 'maybe', 'pinched', 'a', 'nerve', 'or', 'something', '.', 'i', 'did', 'the', 'fast', 'test', 'with', 'my', 'roommate', 'and', 'my', 'face', ""isn't"", 'sagging', 'and', ""i'm"", 'not', 'having', 'trouble', 'walking', '.']","['O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Test', 'I-Test', 'O', 'O', 'I-Background', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O']"
"['doctor', ':', 'and', 'do', 'you', 'feel', 'your', 'face', 'is', 'numb', '?', 'which', 'side', 'is', 'it', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O']"
"['patient', ':', 'the', 'left', 'side', 'of', 'my', 'face', 'feels', 'numb', 'ish', ',', 'the', 'same', 'side', 'the', 'pain', 'was', 'on', '.', 'do', 'you', 'have', 'any', 'medical', 'condition', '?']","['O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['doctor', ':', 'not', 'fully', 'numb', 'like', 'i', 'got', 'novocaine', 'just', 'kind', 'of', 'off', '.']","['O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O']"
"['patient', ':', 'other', 'than', 'anxiety', 'not', 'that', 'i', 'know', 'of', '.']","['O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O']"
"['doctor', ':', 'are', 'you', 'having', 'trouble', 'chewing', ',', 'swallowing', ',', 'drinking', 'water', '?']","['O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O']"
"['patient', ':', 'no', ',', 'i', 'drank', 'a', 'glass', 'of', 'water', 'and', 'it', 'was', 'fine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['doctor', ':', 'can', 'you', 'check', 'your', 'blood', 'pressure', '?', 'do', 'you', 'still', 'have', 'pain', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'I-Test', 'I-Test', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O']"
"['patient', ':', 'no', ',', 'i', ""don't"", 'have', 'any', 'pain', ',', 'just', 'the', 'face', 'numbness', 'thing', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O']"
"['doctor', ':', 'get', 'this', 'examined', 'by', 'a', 'doctor', '.', 'but', 'in', 'my', 'opinion', ',', 'it', 'is', 'not', 'a', 'stroke', '.', 'according', 'to', 'the', 'history', 'you', 'gave', 'me', ',', ""it's"", 'unlikely', 'to', 'be', 'a', 'stroke', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O']"
"['patient', ':', 'okay', '!', 'yeah', ',', 'stroke', 'doesn’t', 'run', 'in', 'my', 'family', ',', 'and', 'i', 'eat', 'pretty', 'healthy', ',', 'work', 'out', ',', 'no', 'medical', 'conditions', 'that', ""i'm"", 'aware', 'of']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['patient', ':', 'the', 'numbness', '/', 'pain', 'thing', 'just', 'kind', 'of', 'freaked', 'me', 'out', '.']","['O', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['doctor', ':', 'yes', ',', 'i', 'can', 'understand', ',', 'please', 'get', 'it', 'examined', 'and', 'also', 'have', 'your', 'blood', 'pressure', 'checked', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Test', 'I-Test', 'O', 'O']"
"['patient', ':', 'hello', 'doctor', '!', 'my', 'name', 'is', 'mike', '.', 'gender', 'is', 'male', '.', 'age', 'is', '27', '.', 'my', 'main', 'issue', 'is', ':', 'black', 'eye', 'pain', 'below', 'eye', '.', 'my', 'current', 'medications', 'are', ':', 'none']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Background', 'O', 'O', 'O', 'I-Background', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['doctor', ':', 'hi', ',', 'my', 'name', 'is', 'dr', '.', 'wilson', 'm', '.', 'd', '.', 'how', 'can', 'i', 'make', 'your', 'health', 'and', 'day', 'better', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['patient', ':', 'i', 'got', 'a', 'black', 'eye', 'sunday', 'afternoon', '.', 'i', 'still', 'have', 'some', 'swelling', 'on', 'the', 'eye', 'and', 'eye', 'lid', 'but', 'my', 'cheek', 'below', 'my', 'eye', 'hurts', 'to', 'the', 'touch']","['O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Other', 'I-Other', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Problem', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem']"
"['doctor', ':', 'how', 'did', 'you', 'get', 'a', 'black', 'eye', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O']"
"['patient', ':', 'i', 'got', 'in', 'a', 'fight']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['doctor', ':', 'have', 'you', 'done', 'anything', 'to', 'relieve', 'it', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['patient', ':', 'ice', 'and', 'ibuprofen']","['O', 'O', 'I-Treatment', 'O', 'I-Treatment']"
"['doctor', ':', 'the', 'pain', 'below', 'the', 'eye', 'on', 'the', 'cheek', 'is', 'because', 'of', 'edema', '.', 'keep', 'applying', 'ice', 'every', '4', 'hours', 'and', 'take', 'ibuprofen', '2', '-', '3', 'times', 'per', 'day', '.', 'the', 'swelling', 'will', 'subside', ',', 'and', 'the', 'pain', 'will', 'get', 'better', '.']","['O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'I-Treatment', 'I-Other', 'I-Other', 'I-Other', 'O', 'O', 'I-Treatment', 'I-Other', 'I-Other', 'I-Other', 'I-Other', 'I-Other', 'I-Other', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O']"
"['patient', ':', 'so', 'i', ""don't"", 'need', 'to', 'worry', 'about', 'any', 'eye', 'damage', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O']"
"['doctor', ':', 'if', 'there', 'is', 'a', 'major', 'problem', 'with', 'vision', ',', 'do', 'get', 'an', 'eye', 'checkup', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'I-Test', 'I-Test', 'O']"
"['doctor', ':', 'yes', ',', 'you', 'have', 'to', 'check', 'that', 'as', 'well', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
